1,5.0,1,0
1,5.0,0,0
1,5.0,0,0
1,5.0,1,0
1,5.0,0,0
1,5.0,2,0
1,5.0,0,0
1,5.0,1,0
1,5.0,2,0
1,5.0,1,0
1,5.0,0,0
1,5.0,0,0
1,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
2,5.0,2,0
2,5.0,0,0
2,5.0,0,0
2,5.0,0,0
2,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,0,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
1,5.0,0,0
1,5.0,0,0
1,5.0,0,0
1,5.0,1,0
1,5.0,1,0
1,5.0,0,0
1,5.0,1,0
1,5.0,0,0
1,5.0,0,0
1,5.0,1,0
1,5.0,1,0
1,5.0,0,0
1,5.0,0,0
1,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,0,0
3,5.0,0,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
2,5.0,4,0
1,3.0,2,0
3,3.0,0,0
2,3.0,3,0
3,3.0,1,0
3,3.0,0,0
3,3.0,0,0
3,3.0,0,0
3,3.0,1,0
3,3.0,0,0
3,3.0,0,0
3,3.0,0,0
3,3.0,1,0
3,3.0,0,0
3,3.0,0,0
1,3.0,0,0
1,3.0,0,0
3,3.0,1,0
3,3.0,1,0
2,3.0,0,0
2,3.0,0,0
2,3.0,8,0
2,3.0,8,0
2,3.0,0,0
2,3.0,0,0
1,4.0,1,0
2,4.0,3,0
3,4.0,1,0
3,4.0,0,0
3,4.0,0,0
1,4.0,0,0
2,4.0,9,0
2,4.0,1,0
2,4.0,9,0
2,4.0,3,0
2,4.0,1,0
2,4.0,6,0
2,4.0,6,0
2,4.0,1,0
2,4.0,3,0
1,4.0,2,0
1,4.0,3,0
3,4.0,0,0
3,4.0,1,0
3,4.0,1,0
2,4.0,7,0
3,4.0,1,0
3,4.0,0,0
3,4.0,0,0
3,4.0,1,0
3,4.0,1,0
3,4.0,1,0
5.1,4.0,6,0
5.1,4.0,2,0
5.1,4.0,5,0
5.1,4.0,9,0
5.1,4.0,7,0
5.1,4.0,2,0
5.1,4.0,5,0
5.1,4.0,7,0
5.1,4.0,4,0
5.1,4.0,5,0
5.1,4.0,5,0
5.1,4.0,2,0
5.2,4.0,4,0
5.2,4.0,4,0
5.2,4.0,4,0
5.2,4.0,1,0
5.2,4.0,4,0
5.2,4.0,4,0
5.2,4.0,4,0
5.2,4.0,1,0
5.2,4.0,1,0
5.2,4.0,1,0
5.2,4.0,4,0
1,4.0,0,0
3,4.0,1,0
3,4.0,1,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
2,4.0,4,0
3,4.0,1,0
3,4.0,1,0
3,4.0,1,0
3,4.0,1,0
3,4.0,0,0
3,4.0,0,0
3,4.0,1,0
3,4.0,1,0
3,4.0,1,0
1,4.0,2,0
1,4.0,0,0
1,4.0,2,0
3,4.0,0,0
3,4.0,1,0
2,4.0,4,0
3,4.0,1,0
3,4.0,1,0
1,4.0,1,0
1,4.0,1,0
2,4.0,6,0
2,4.0,4,0
2,4.0,8,0
2,4.0,6,0
2,4.0,4,0
2,4.0,7,0
1,2.0,1,0
1,2.0,0,0
3,2.0,0,0
2,2.0,4,0
1,2.0,0,0
3,2.0,1,0
3,2.0,1,0
2,2.0,7,0
3,2.0,1,0
3,2.0,0,0
3,2.0,0,0
3,2.0,0,0
3,2.0,0,0
3,2.0,1,0
3,2.0,0,0
3,2.0,0,0
1,2.0,3,0
1,2.0,1,0
2,2.0,5,0
2,2.0,7,0
2,2.0,5,0
2,2.0,7,0
2,2.0,2,0
2,2.0,2,0
2,2.0,5,0
2,2.0,5,0
1,2.0,0,0
2,2.0,0,0
3,2.0,1,0
3,2.0,0,0
3,2.0,1,0
3,2.0,0,0
3,2.0,0,0
3,2.0,1,0
3,2.0,0,0
1,4.0,0,0
2,4.0,2,0
2,10.0,2,22
3,10.0,1,22
1,10.0,1,22
3,10.0,1,22
6,10.0,bleu,22
6,10.0,rose,22
6,10.0,gris,22
6,10.0,gris,22
6,10.0,noir,22
6,10.0,blanc,22
6,10.0,rouge,22
1,9.5,0,22
3,9.5,0,22
1,9.5,0,22
1,9.5,0,22
1,9.5,0,22
1,9.5,1,22
1,9.5,1,22
1,9.5,1,22
1,9.5,1,22
2,9.5,9,22
2,9.5,3,22
2,9.5,9,22
2,9.5,6,22
1,9.5,2,22
2,9.5,2,22
2,9.5,0,22
2,9.5,2,22
2,9.5,5,22
2,9.5,2,22
2,9.5,7,22
2,9.5,7,22
2,9.5,5,22
2,9.5,0,22
2,9.5,5,22
2,9.5,0,22
1,9.5,0,22
3,9.5,0,22
1,5.0,2,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
2,5.0,3,0
2,5.0,6,0
2,5.0,9,0
2,5.0,9,0
2,5.0,6,0
2,5.0,6,0
1,4.0,3,0
2,4.0,7,0
2,4.0,2,0
2,4.0,5,0
2,4.0,5,0
2,4.0,5,0
2,4.0,0,0
2,4.0,0,0
2,4.0,2,0
2,4.0,2,0
2,4.0,5,0
1,4.0,0,0
2,4.0,7,0
1,5.0,0,0
1,5.0,0,0
3,5.0,1,0
2,5.0,6,0
3,5.0,0,0
2,5.0,2,0
3,5.0,1,0
3,5.0,1,0
3,5.0,0,0
3,5.0,1,0
3,5.0,0,0
2,5.0,9,0
2,5.0,3,0
2,5.0,3,0
2,5.0,3,0
2,5.0,6,0
2,5.0,3,0
2,5.0,9,0
2,5.0,3,0
2,5.0,3,0
2,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
1,6.0,2,0
2,6.0,2,0
2,6.0,2,0
3,6.0,0,0
3,6.0,1,0
3,6.0,0,0
2,6.0,6,0
2,6.0,6,0
2,6.0,6,0
2,6.0,6,0
1,4.0,0,0
1,4.0,0,0
3,4.0,0,0
3,4.0,1,0
4,4.0,7,0
2,4.0,7,0
2,4.0,7,0
2,4.0,7,0
2,4.0,7,0
2,4.0,7,0
1,2.0,3,0
2,2.0,3,0
2,2.0,3,0
2,2.0,1,0
2,2.0,3,0
2,2.0,3,0
2,2.0,3,0
2,2.0,3,0
2,2.0,3,0
1,2.0,0,0
2,2.0,7,0
3,2.0,0,0
3,2.0,0,0
3,2.0,0,0
3,2.0,0,0
2,2.0,8,0
3,2.0,0,0
3,2.0,0,0
3,2.0,1,0
3,2.0,1,0
1,4.0,1,0
1,4.0,2,0
3,4.0,0,0
2,4.0,6,0
2,4.0,9,0
3,4.0,0,0
3,4.0,0,0
3,4.0,0,0
1,4.0,0,0
3,4.0,1,0
2,4.0,2,0
3,4.0,1,0
3,4.0,0,0
3,4.0,1,0
3,4.0,1,0
1,4.0,0,0
1,4.0,1,0
1,4.0,0,0
2,4.0,1,0
2,4.0,4,0
3,4.0,0,0
1,4.0,0,0
1,4.0,1,0
2,4.0,1,0
2,4.0,4,0
3,22.2,1,22
3,22.2,0,22
3,22.2,1,22
3,22.2,0,22
3,22.2,1,22
3,22.2,0,22
1,22.6,0,22
2,22.6,2,22
3,22.6,0,22
3,22.6,1,22
3,22.6,0,22
3,22.6,0,22
1,22.6,0,22
1,22.6,0,22
2,22.6,1,22
3,22.6,1,22
1,5.0,1,0
3,5.0,1,0
2,5.0,4,0
1,5.0,1,0
3,5.0,0,0
2,5.0,2,0
3,5.0,0,0
3,5.0,0,0
3,5.0,1,0
3,5.0,1,0
3,5.0,1,0
1,3.0,0,0
2,3.0,5,0
2,3.0,2,0
2,3.0,7,0
2,3.0,2,0
2,3.0,7,0
2,3.0,5,0
2,3.0,2,0
2,3.0,5,0
2,3.0,5,0
2,3.0,2,0
2,3.0,7,0
2,3.0,5,0
1,3.0,0,0
1,3.0,0,0
3,3.0,1,0
3,3.0,0,0
3,3.0,1,0
3,3.0,1,0
2,3.0,2,0
3,3.0,0,0
6,3.0,bleu,0
6,3.0,noir,0
6,3.0,rose,0
6,3.0,bleu,0
1,2.0,2,0
3,2.0,1,0
2,2.0,1,0
2,2.0,3,0
1,2.0,1,0
1,2.0,0,0
3,2.0,0,0
2,2.0,6,0
2,2.0,6,0
2,2.0,9,0
2,2.0,3,0
2,2.0,6,0
2,2.0,9,0
2,2.0,3,0
2,2.0,3,0
2,2.0,6,0
2,2.0,9,0
1,3.0,3,0
1,3.0,0,0
2,3.0,7,0
2,3.0,7,0
2,3.0,0,0
2,3.0,5,0
2,13.333333333333334,7,22
2,13.333333333333334,2,22
2,13.333333333333334,2,22
2,13.333333333333334,0,22
2,13.333333333333334,2,22
1,13.333333333333334,0,22
3,13.333333333333334,0,22
3,13.333333333333334,0,22
3,13.333333333333334,1,22
1,13.0,1,22
1,13.0,1,22
2,13.0,0,22
3,13.0,1,22
3,13.0,0,22
1,13.0,0,22
1,13.0,0,22
3,13.0,1,22
3,13.0,0,22
2,13.0,0,22
2,13.0,5,22
2,13.0,5,22
2,13.0,0,22
1,13.0,1,22
1,13.0,1,22
2,13.0,4,22
3,13.0,1,22
3,13.0,1,22
3,13.0,1,22
3,13.0,1,22
3,13.0,0,22
3,13.0,1,22
3,13.0,0,22
3,13.0,1,22
3,13.0,1,22
3,13.0,1,22
3,13.0,1,22
3,13.0,0,22
3,13.0,1,22
1,13.0,0,22
3,13.0,1,22
2,13.0,7,22
2,13.0,5,22
2,13.0,7,22
3,13.0,1,22
3,13.0,0,22
3,13.0,0,22
2,13.0,4,22
1,13.333333333333334,0,22
1,13.333333333333334,0,22
2,13.333333333333334,7,22
2,13.333333333333334,2,22
2,13.333333333333334,7,22
2,13.333333333333334,7,22
3,13.333333333333334,0,22
3,13.333333333333334,1,22
3,13.333333333333334,1,22
3,13.333333333333334,0,22
3,13.333333333333334,1,22
3,13.333333333333334,1,22
3,13.333333333333334,0,22
3,13.333333333333334,1,22
3,13.333333333333334,0,22
1,13.333333333333334,0,22
1,13.333333333333334,0,22
3,13.333333333333334,0,22
3,13.333333333333334,1,22
3,13.333333333333334,0,22
